model	gram	alpha	is_BM	is_OU	sigma2	theta	t_half
moving_optimum	Phylo	9.861604134132133	0.27194561087782443	0.7280543891221756	437173.41349730047	-17.160613868723456	inf
moving_optimum	Phylo	2.19716298245011	0.6552689462107578	0.3447310537892421	480513.9729054189	30.26371179913617	inf
stabilizing	Chrono	376.3529100379924	0.0	1.0	482.05855884823023	0.16046719066347928	0.0019172947241138825
stabilizing	Chrono	652.0473858028395	0.0	1.0	850.1106118576284	-0.11021690118283543	0.0010930929495677466
stabilizing	Chrono	478.1552363127374	0.0	1.0	595.3301354729055	-0.04005819197340931	0.0015012914850121878
stabilizing	Chrono	449.94879672065593	0.0	1.0	528.787673245351	0.052505512057158574	0.0016029509402299912
stabilizing	Chrono	436.5457595280944	0.0	1.0	654.5851823035393	-0.0734447320144851	0.0016525575837208395
stabilizing	Chrono	584.4123442711458	0.0	1.0	943.2186608078385	0.11204295725342933	0.001226483482554711
stabilizing	Chrono	499.75434229154166	0.0	1.0	824.5620368726255	0.12280184296105578	0.001436459324360601
stabilizing	Chrono	379.2964648670266	0.0	1.0	578.7857691261748	-0.04553939032992182	0.0019103082686697974
stabilizing	Chrono	489.90344331133764	0.0	1.0	654.5604214557089	0.01892555697371386	0.0014655693215219348
stabilizing	Chrono	382.8190360727855	0.0	1.0	616.4008083583283	0.05468513089329694	0.0018934173136005276
stabilizing	Chrono	473.1443875824835	0.0	1.0	799.3641015796841	0.08719955236782043	0.0015262685874035682
stabilizing	Chrono	515.092702219556	0.0	1.0	674.1267849230154	0.03215072779910718	0.0013927237674338756
stabilizing	Chrono	582.7349861427714	0.0	1.0	813.8793979004199	0.0006963815020795839	0.0012279614658615423
stabilizing	Chrono	499.23251883623277	0.0	1.0	714.1181467906418	0.018912823934127174	0.0014405188071185688
stabilizing	Chrono	370.3681859828035	0.0	1.0	452.75811725654864	0.01414519963574445	0.001947631898889592
stabilizing	Chrono	553.3702942811437	0.0	1.0	741.7932907018596	-0.07876534998138172	0.0012920688515369613
stabilizing	Chrono	392.7586928214357	0.0	1.0	484.07530705858835	0.08269713557182364	0.0018343500757181381
stabilizing	Chrono	481.52588772245554	0.0	1.0	663.2266639272144	-0.002392057476025195	0.0014891953070039765
stabilizing	Chrono	487.21378612277545	0.0	1.0	533.6400904219156	-0.0333900474194901	0.0014738050866563337
stabilizing	Chrono	408.7928131573685	0.0	1.0	535.5394322535493	0.031975477969692065	0.0017760134618766067
stabilizing	Chrono	650.5971899020196	0.0	1.0	985.5767917816437	0.08143232755044391	0.0010955952460326838
stabilizing	Chrono	547.2233534493101	0.0	1.0	991.5979190961808	0.05202739502384316	0.0013154527926700433
stabilizing	Chrono	392.4044848430314	0.0	1.0	564.8439816036794	0.06420435474063588	0.0018426460041527524
stabilizing	Chrono	473.1913146370726	0.0	1.0	686.8788820035993	0.1437351464780184	0.0015223950093884626
stabilizing	Chrono	386.1233536092782	0.0	1.0	522.906574685063	-0.06508493205287363	0.0018749482427851542
stabilizing	Phylo	317.82959090181964	0.0	1.0	494.8187698260347	0.13950286086258748	0.0022488319928548853
stabilizing	Phylo	441.7541156168766	0.0	1.0	751.5285411917617	-0.10060067014608677	0.0016119592683297422
stabilizing	Phylo	343.65913753249356	0.0	1.0	549.2349455308938	-0.05611884855202759	0.0020863791938059996
stabilizing	Phylo	394.452875744851	0.0	1.0	623.8690271945611	0.05024063839253949	0.0018078766792363294
stabilizing	Phylo	377.73023935212956	0.0	1.0	714.1475800039992	-0.07103288276971205	0.0018886649180021664
stabilizing	Phylo	365.6348385122975	0.0	1.0	766.928676244751	0.10114010714304739	0.0019590493870271296
stabilizing	Phylo	369.4652103179364	0.0	1.0	768.726098820236	0.15680689106705462	0.0019328778240466234
stabilizing	Phylo	302.6050680863827	0.0	1.0	581.7568116976604	-0.02645150243170506	0.0023691120479531276
stabilizing	Phylo	360.0383917616477	0.0	1.0	632.2717755048991	0.02881179463379564	0.0019822637690495026
stabilizing	Phylo	271.33416882623476	0.0	1.0	543.5970903419316	0.02303611362146587	0.0026472269854996523
stabilizing	Phylo	315.6341906818637	0.0	1.0	683.5540673465307	0.11854343545695661	0.002270564789021678
stabilizing	Phylo	376.8790913217357	0.0	1.0	635.6201567686463	0.002095785383617276	0.0018943575181403058
stabilizing	Phylo	390.90745028994206	0.0	1.0	705.3724719056189	-0.014077731810673264	0.0018277823965317027
stabilizing	Phylo	375.73186848630274	0.0	1.0	672.9652261947609	0.016636896596134775	0.0018993038366402469
stabilizing	Phylo	339.607974285143	0.0	1.0	513.1125387922416	0.002456283423623275	0.002100973695443268
stabilizing	Phylo	391.53201595680866	0.0	1.0	663.0928774645071	-0.08102306493723656	0.0018230744651807629
stabilizing	Phylo	339.47275710857826	0.0	1.0	531.8827734653069	0.09606393747542492	0.0021078621626004716
stabilizing	Phylo	377.8306945010998	0.0	1.0	660.5105391921617	-0.014805083439583084	0.001890920665034148
stabilizing	Phylo	363.1478513097381	0.0	1.0	488.59201545690865	-0.02747504766918016	0.0019635515252158335
stabilizing	Phylo	283.3431767646471	0.0	1.0	462.4666701459708	0.010286724456608677	0.0025337454117993004
stabilizing	Phylo	425.25398650269943	0.0	1.0	821.7032946610677	0.04500509487858029	0.0016740471871031053
stabilizing	Phylo	364.02298542291544	0.0	1.0	813.8107089582084	0.04967223440370266	0.0019642079852639723
stabilizing	Phylo	385.89095046990604	0.0	1.0	756.7632223955209	0.08272428476289942	0.0018504413438475062
stabilizing	Phylo	348.17100921815637	0.0	1.0	640.4021338932213	0.1489633015512854	0.002053484183749615
stabilizing	Phylo	330.0682820435913	0.0	1.0	587.6259190761847	-0.09616738443435972	0.002170050876860619
neutral	Chrono	25.29184715388122	0.15976804639072187	0.8402319536092782	16125.849391721655	27.365245348530294	inf
neutral	Chrono	4.066563831789642	0.6204759048190361	0.3795240951809638	17164.40848030394	13.781412912763448	inf
neutral	Chrono	1.5554516447826434	0.787242551489702	0.21275744851029793	19026.46315336933	-11.73610933804761	inf
neutral	Chrono	4.2857911777564475	0.6106778644271146	0.3893221355728854	18184.88901419716	-1.4071509193741252	inf
neutral	Chrono	17.67958606312318	0.2699460107978404	0.7300539892021596	19260.63802639472	-7.733449298425689	inf
neutral	Chrono	0.8641945686488702	0.8390321935612878	0.16096780643871225	11619.172936212757	3.7473532473915223	inf
neutral	Chrono	8.547733966974405	0.45410917816436713	0.5458908218356329	23943.351153769247	-6.628657300988542	inf
neutral	Chrono	9.301681105428914	0.46030793841231754	0.5396920615876825	17840.015500899823	19.936621079562087	inf
neutral	Chrono	1.2284970157510497	0.8138372325534893	0.1861627674465107	11482.38324935013	1.2809308484697062	inf
neutral	Chrono	3.4304920833369326	0.6680663867226555	0.33193361327734455	12437.89071905619	7.424705611021455	inf
neutral	Chrono	0.49832121805956814	0.8788242351529694	0.12117576484703059	14818.009939212157	-9.951564310685663	inf
neutral	Chrono	2.3323891113417314	0.7336532693461307	0.2663467306538692	19665.021307738454	-6.885281958293142	inf
neutral	Chrono	5.760451055638872	0.5796840631873625	0.42031593681263746	16141.893633273343	11.585778122829433	inf
neutral	Chrono	2.5144772004267146	0.7366526694661067	0.2633473305338932	17674.84550689862	9.850484543112177	inf
neutral	Chrono	6.337085120046191	0.5192961407718456	0.4807038592281544	18499.469410117974	7.587868844125776	inf
neutral	Chrono	0.888554572955409	0.8404319136172765	0.15956808638272346	17151.11764247151	-12.727478488552292	inf
neutral	Chrono	3.4209657704691057	0.6614677064587082	0.3385322935412917	13414.020090381924	4.846942836278744	inf
neutral	Chrono	2.159948741477705	0.7308538292341532	0.26914617076584685	13490.496685662867	2.893775475584483	inf
neutral	Chrono	6.644739409320135	0.5362927414517097	0.46370725854829037	16155.969018796239	1.7253541873759248	inf
neutral	Chrono	3.138417424239552	0.6908618276344731	0.3091381723655269	16991.399974005202	5.343886384379724	inf
neutral	Chrono	7.077070825883424	0.5272945410917816	0.47270545890821836	17730.540391921615	8.143022894108178	inf
neutral	Chrono	2.469746484408898	0.7330533893221356	0.2669466106778644	10730.655082783445	7.924438694077784	inf
neutral	Chrono	16.036305119652067	0.28534293141371725	0.7146570685862828	19164.68448110378	1.2857048007172365	inf
neutral	Chrono	6.569588252658869	0.5200959808038392	0.47990401919616077	18991.187668466308	-0.931229770745151	inf
neutral	Chrono	0.8646809495380924	0.8456308738252349	0.15436912617476506	15778.815902819435	-10.070279783992001	inf
neutral	Phylo	8.897958092937213	0.3623275344931014	0.6376724655068986	14008.502392521497	27.727395605538888	inf
neutral	Phylo	5.086733562284543	0.4699060187962408	0.5300939812037593	16321.071077784442	16.26969644519776	inf
neutral	Phylo	0.6427384318788243	0.8094381123775245	0.1905618876224755	15964.970135972806	-8.11219249729134	inf
neutral	Phylo	4.1090926811605675	0.5246950609878024	0.47530493901219756	18729.008436312735	-3.8029651518042398	inf
neutral	Phylo	11.31817752634553	0.2975404919016197	0.7024595080983803	17949.081697660466	-9.773656576518595	inf
neutral	Phylo	1.1172546132033594	0.747250549890022	0.252749450109978	12652.92176164767	0.899002647369726	inf
neutral	Phylo	2.5803592916236755	0.6266746650669867	0.3733253349330134	20418.186264747048	-2.679899500729454	inf
neutral	Phylo	11.88155687294741	0.26394721055788845	0.7360527894421116	20210.03851029794	17.7273905609978	inf
neutral	Phylo	9.689576909955608	0.3103379324135173	0.6896620675864827	16320.889152569485	7.496991931231753	inf
neutral	Phylo	6.739546190525695	0.39992001599680066	0.6000799840031994	14325.374122975403	9.965092988311138	inf
neutral	Phylo	0.7885557659658068	0.7886422715456909	0.21135772845430914	16195.485320935813	-8.308603244380343	inf
neutral	Phylo	1.7492096100439913	0.6852629474105179	0.3147370525894821	18765.437300539892	-3.9968540416120777	inf
neutral	Phylo	4.245130008152369	0.5252949410117976	0.47470505898820237	16600.45347330534	13.355185755030794	inf
neutral	Phylo	3.4256889551853633	0.5802839432113577	0.41971605678864227	19710.250387922417	11.871117240190163	inf
neutral	Phylo	3.6028573837498503	0.5394921015796841	0.4605078984203159	17967.8149770046	10.673891108184842	inf
neutral	Phylo	1.0085066784665067	0.7638472305538893	0.23615276944611077	17898.02225554889	-11.103402359739531	inf
neutral	Phylo	7.829674151213878	0.3623275344931014	0.6376724655068986	15783.65878924215	6.47428794919836	inf
neutral	Phylo	2.394121910114777	0.6436712657468506	0.35632873425314937	15160.049320335931	2.6074809110109975	inf
neutral	Phylo	5.013957242179564	0.4931013797240552	0.5068986202759448	16738.55804839032	5.625471701480904	inf
neutral	Phylo	1.1992067340241952	0.7398520295940811	0.2601479704059188	15350.074379524096	4.369066081543291	inf
neutral	Phylo	8.549954278790242	0.34593081383723256	0.6540691861627674	19237.097270545888	10.134404978959488	inf
neutral	Phylo	6.043582902849329	0.4405118976204759	0.5594881023795241	13594.700555488902	7.895366378282163	inf
neutral	Phylo	5.432711765420316	0.4761047790441912	0.5238952209558089	16497.463903219355	1.7100492551022997	inf
neutral	Phylo	3.0527327748830233	0.6146770645870826	0.3853229354129174	17969.412921415715	-4.314499762226955	inf
neutral	Phylo	0.7703421342829434	0.7796440711857628	0.22035592881423716	16657.656108778243	-15.360047151623675	inf
