Species,Family,other_names,repro_all,Arboreal,Insular,elev,temp,prec,mountain,topo.complex,female.svl,rates,AndesRegion,AndesMount,herbivory
Microlophus_koepckeorum,Tropiduridae,,Oviparous,no,no,522.5,21.45,115,no,23.45895386,55.7,0.05290224,1,no,
Microlophus_occipitalis,Tropiduridae,,Oviparous,no,no,32,24.4,199,no,2.650331497,53.3,0.079594362,1,no,no
Microlophus_pacificus,Tropiduridae,,Oviparous,no,yes,1286,17.1,1483,yes,10.18448257,86.2,0.184731216,0,no,yes
Microlophus_peruvianus,Tropiduridae,,Oviparous,no,no,30.5,19.2,12,no,4.775117397,70.9,0.401270386,1,no,no
Microlophus_quadrivittatus,Tropiduridae,,Oviparous,no,no,11,18.5,1,no,6.732262611,83.9,0.12489195,1,no,no
Microlophus_theresiae,Tropiduridae,,Oviparous,no,no,22,19.2,11.5,no,2.453424096,59.8,0.060126405,1,no,no
Microlophus_theresioides,Tropiduridae,,Oviparous,no,no,990.5,16.6,1,yes,1.918180943,80.6,0.247575795,1,yes,no
Microlophus_thoracicus,Tropiduridae,,Oviparous,no,no,30,19.3,9.5,no,2.162044227,64.1,0.043600532,1,no,no
Microlophus_tigris,Tropiduridae,,Oviparous,no,no,631,18.5,35.5,yes,16.0461216,58.3,0.421569797,1,yes,no
Microlophus_yanezi,Tropiduridae,,Oviparous,,no,311,18,4,no,3.058103561,86.4,0.244940858,1,no,no
Plica_lumaria,Tropiduridae,,,no,no,626.5,23.85,3097,yes,7.821359158,77.1,0.084187042,0,no,no
Plica_plica,Tropiduridae,,Oviparous,no,no,194,25.7,2468,no,3.633991718,131.3,0.087761186,0,no,no
Plica_umbra,Tropiduridae,,Oviparous,yes,no,144,26,2467,no,2.943155646,85,0.051259119,0,no,no
Stenocercus_angel,Tropiduridae,,Oviparous,,no,2636,15.2,1208,yes,30.55541229,,0.191944274,1,yes,
Stenocercus_angulifer,Tropiduridae,,Oviparous,,no,250,25,3229,no,2.204034805,,0.096979775,1,no,
Stenocercus_apurimacus,Tropiduridae,,,no,no,2489,16.05,774.5,yes,25.6460247,,0.061124657,1,yes,
Stenocercus_azureus,Tropiduridae,,Oviparous,no,no,260,18,1379,no,1.768104315,62.9,0.088449191,0,no,no
Stenocercus_boettgeri,Tropiduridae,,,no,no,2930,13,987,yes,42.48662567,,0.102882837,1,yes,
Stenocercus_caducus,Tropiduridae,,Oviparous,no,no,359,22.7,1332,no,4.603742599,77,0.074136353,0,no,no
Stenocercus_chota,Tropiduridae,,Oviparous,,no,1647,18.8,612,yes,15.21142006,60,0.096039801,1,yes,
Stenocercus_chrysopygus,Tropiduridae,,Oviparous,no,no,3597,8.6,635,yes,19.70635128,64.3,0.095872257,1,yes,
Stenocercus_crassicaudatus,Tropiduridae,,,no,no,2830,14.4,964,yes,46.39866257,79.5,0.07985827,1,yes,
Stenocercus_cupreus,Tropiduridae,,Oviparous,no,no,2430,15.9,525,yes,34.10392761,54.5,0.103806744,1,yes,
Stenocercus_doellojuradoi,Tropiduridae,,Oviparous,no,no,654,17.6,605,yes,1.162272692,71.5,0.090726546,1,yes,no
Stenocercus_empetrus,Tropiduridae,,Oviparous,no,no,3136,11.5,907,yes,15.35106564,83.5,0.098068778,1,yes,
Stenocercus_eunetopsis,Tropiduridae,,Oviparous,no,no,2572,13.6,1083,yes,26.41664886,68.5,0.09845113,1,yes,
Stenocercus_festae,Tropiduridae,,,no,no,2572,14.4,837,yes,17.41252518,71.5,0.113736842,1,yes,
Stenocercus_formosus,Tropiduridae,,,no,no,1382,19.9,1689,yes,59.50314713,74.8,0.062122162,1,yes,
Stenocercus_guentheri,Tropiduridae,,Oviparous,no,no,2787,13.6,950,yes,11.59361076,63.8,0.183864079,1,yes,
Stenocercus_humeralis,Tropiduridae,,Oviparous,no,no,2156,16.2,1058,yes,17.66405106,99,0.073383765,1,yes,
Stenocercus_imitator,Tropiduridae,,Oviparous,no,no,2623,14.2,809,yes,31.96763611,78.5,0.088026133,1,yes,
Stenocercus_iridescens,Tropiduridae,,,,no,62.5,25.1,851,no,7.849779606,,0.094662431,1,no,
Stenocercus_latebrosus,Tropiduridae,,,no,no,2917,11.8,416,yes,24.35481453,,0.109550731,1,yes,
Stenocercus_limitaris,Tropiduridae,,,no,no,1036,21.9,1142,yes,17.66400146,,0.059569463,1,yes,
Stenocercus_marmoratus,Tropiduridae,,Oviparous,no,no,1848,17,659.5,yes,23.98212433,,0.08405014,1,yes,
Stenocercus_melanopygus,Tropiduridae,,Oviparous,no,no,3162,11.35,917.5,yes,10.87733936,60.5,0.111966179,1,yes,
Stenocercus_ochoai,Tropiduridae,,,no,no,2672,15.3,759,yes,47.04418945,69,0.064134448,1,yes,
Stenocercus_orientalis,Tropiduridae,,,no,no,2498,15.5,912,yes,39.03419495,63.8,0.10723624,1,yes,
Stenocercus_ornatissimus,Tropiduridae,,Oviparous,,no,2971.5,10.95,291.5,yes,43.50843239,58.5,0.109010591,1,yes,
Stenocercus_ornatus,Tropiduridae,,Oviparous,no,no,2377,15.1,1015,yes,16.99462128,61,0.087673864,1,yes,
Stenocercus_percultus,Tropiduridae,,Oviparous,no,no,1862.5,18.1,598.5,yes,26.62246704,79.5,0.089063813,1,yes,
Stenocercus_puyango,Tropiduridae,,Oviparous,no,no,620.5,22.9,696,yes,25.12492943,73.5,0.100956902,1,yes,
Stenocercus_rhodomelas,Tropiduridae,,,no,no,1612,19.8,613,yes,25.10987282,,0.092613528,1,yes,
Stenocercus_roseiventris,Tropiduridae,,Oviparous,no,no,518,24,1820,no,9.011808395,93.5,0.061926877,1,no,no
Stenocercus_scapularis,Tropiduridae,,,,no,764,23.2,1926,yes,34.33994293,81,0.064783735,1,yes,
Stenocercus_stigmosus,Tropiduridae,,,no,no,2596,13.8,908,yes,25.20300102,,0.109610027,1,yes,
Stenocercus_torquatus,Tropiduridae,,Oviparous,yes,no,1219,22.3,1258,yes,26.13267708,66.5,0.078387212,1,yes,
Stenocercus_varius,Tropiduridae,,Oviparous,no,no,1662.5,17.1,1746,yes,27.51806355,79,0.081513715,1,yes,no
Strobilurus_torquatus,Tropiduridae,,Oviparous,yes,no,90.5,24.7,1325,no,7.94075346,85.8,0.048511896,0,no,no
Tropidurus_bogerti,Tropiduridae,,Oviparous,no,no,1565,18.4,2198,yes,7.693624973,70.2,0.052073726,0,no,
Tropidurus_callathelys,Tropiduridae,,Oviparous,no,no,605.5,22.2,1466,yes,17.71580887,65.4,0.058840051,0,no,no
Tropidurus_cocorobensis,Tropiduridae,,Oviparous,no,no,450,24.15,798,no,4.508101821,62.6,0.126444495,0,no,no
Tropidurus_erythrocephalus,Tropiduridae,,Oviparous,no,no,984.5,21.15,664,yes,3.042077541,64.1,0.169302682,0,no,
Tropidurus_etheridgei,Tropiduridae,,Oviparous,no,no,382,20.1,619,no,1.251827359,61.6,0.136821386,0,no,no
Tropidurus_helenae,Tropiduridae,,,no,no,445,26.15,721,no,13.74116278,,0.1012714,0,no,
Tropidurus_hispidus,Tropiduridae,,Oviparous,no,no,97.5,26.4,1400,no,2.294745445,83.8,0.302554573,0,no,no
Tropidurus_hygomi,Tropiduridae,,Oviparous,no,no,15,25.6,1414,no,5.424117565,54,0.114146289,0,no,no
Tropidurus_insulanus,Tropiduridae,,Oviparous,no,no,513,24.3,2443,no,1.978922367,67.3,0.133985346,0,no,
Tropidurus_itambere,Tropiduridae,,Oviparous,no,no,753,18.75,1343.5,yes,8.049265385,65,0.158791294,0,no,no
Tropidurus_jaguaribanus,Tropiduridae,,Oviparous,no,no,142,27.25,814,no,1.392006904,79.6,0.163367548,0,no,
Tropidurus_montanus,Tropiduridae,,Oviparous,no,no,968,19.65,1485.5,yes,7.771424055,72.3,0.119042171,0,no,no
Tropidurus_mucujensis,Tropiduridae,,Oviparous,no,no,,,,,,63,0.173563033,0,,
Tropidurus_oreadicus,Tropiduridae,,Oviparous,no,no,271.5,25.7,1537,no,2.1532166,77.5,0.183130004,0,no,no
Tropidurus_pinima,Tropiduridae,,Oviparous,no,no,539,24.9,687,no,3.44857192,64.6,0.078437763,0,no,no
Tropidurus_psammonastes,Tropiduridae,,Oviparous,no,no,414.5,25.8,633,no,4.101913989,72.1,0.160888132,0,no,yes
Tropidurus_semitaeniatus,Tropiduridae,,Oviparous,no,no,479,23.45,806.5,no,5.935472965,69.6,0.165549155,0,no,no
Tropidurus_spinulosus,Tropiduridae,,Oviparous,no,no,258,22,682,no,0.967683136,90.2,0.058840051,0,no,no
Tropidurus_torquatus,Tropiduridae,,Oviparous,no,no,325,21.8,1378.5,no,5.037043095,75.5,0.298118803,0,no,no
Uracentron_flaviceps,Tropiduridae,,Oviparous,yes,no,217,25.5,2909,no,2.543622255,94.4,0.070131209,0,no,no
Uranoscodon_superciliosus,Tropiduridae,,Oviparous,no,no,89,26.8,2362,no,2.463486195,128.4,0.020010658,0,no,no
Leiocephalus_barahonensis,Leiocephalidae,,Oviparous,no,yes,42.5,26.3,941,no,2.986160755,56.4,0.063347109,0,no,no
Leiocephalus_carinatus,Leiocephalidae,,Oviparous,no,yes,9,23.9,1411,no,0.42272611,91.1,0.059844348,0,no,no
Leiocephalus_personatus,Leiocephalidae,,Oviparous,no,yes,41,25.9,1196,no,2.386769652,50.7,0.082893081,0,no,no
Leiocephalus_psammodromus,Leiocephalidae,,Oviparous,no,yes,11,25.9,711,no,1.103608251,74.9,0.090099175,0,no,no
Leiocephalus_raviceps,Leiocephalidae,,Oviparous,no,yes,38,25.75,1105.5,no,3.923724413,50.2,0.055751851,0,no,no
Leiocephalus_schreibersii,Leiocephalidae,,Oviparous,no,yes,30.5,26.5,830,no,2.73941195,59.7,0.072924385,0,no,no
Basiliscus_basiliscus,Corytophanidae,,Oviparous,no,no,71,26.4,2377.5,no,4.544199944,160,0.053703085,1,no,no
Basiliscus_galeritus,Corytophanidae,,Oviparous,no,no,563,24.9,2544,no,12.31757355,,0.024590362,1,no,no
Basiliscus_plumifrons,Corytophanidae,,Oviparous,no,no,51,26.1,3876,no,2.651379585,125.5,0.053703085,0,no,no
Basiliscus_vittatus,Corytophanidae,,Oviparous,no,no,20,25.2,1510,no,1.58410871,117.8,0.033136135,0,no,no
Corytophanes_cristatus,Corytophanidae,,Oviparous,no,no,198,25.4,2702.5,no,10.16872501,109.1,0.052596651,1,no,no
Corytophanes_percarinatus,Corytophanidae,,Viviparous,yes,no,1442,20.3,1669,yes,15.99197197,103,0.051452518,0,no,no
Laemanctus_longipes,Corytophanidae,,Oviparous,no,no,288,24.4,2182,no,6.112764835,129,0.037530357,0,no,no
Crotaphytus_antiquus,Crotaphytidae,,Oviparous,no,no,1134.5,21.2,207,yes,20.85286427,88.7,0.039576727,0,no,no
Crotaphytus_bicinctores,Crotaphytidae,,Oviparous,no,no,1245.5,13.5,204,yes,9.387553215,88.5,0.094579283,0,no,no
Crotaphytus_collaris,Crotaphytidae,,Oviparous,no,no,937,15.2,400,yes,3.733638048,90.6,0.101250398,0,no,no
Crotaphytus_dickersonae,Crotaphytidae,,Oviparous,no,no,83.5,23.1,140,no,3.589475632,80,0.038989914,0,no,no
Crotaphytus_grismeri,Crotaphytidae,,Oviparous,no,no,163,21.3,118,no,2.799386024,82.5,0.117058657,0,no,no
Crotaphytus_insularis,Crotaphytidae,,Oviparous,no,yes,808,15,192,yes,7.560791969,94.5,0.06668816,0,no,no
Crotaphytus_nebrius,Crotaphytidae,,Oviparous,no,no,509,21.1,287,no,7.629826546,,0.094579283,0,no,no
Crotaphytus_reticulatus,Crotaphytidae,,Oviparous,no,no,171.5,22.5,536.5,no,1.438753128,101.5,0.101250398,0,no,no
Crotaphytus_vestigium,Crotaphytidae,,Oviparous,no,no,418,19.2,218,no,11.50989485,81.9,0.117058657,0,no,no
Gambelia_copeii,Crotaphytidae,,Oviparous,no,no,228.5,19.3,144,no,5.192760229,103.5,0.034607288,0,no,no
Gambelia_sila,Crotaphytidae,,Oviparous,no,no,243,16.4,229.5,no,1.885955572,97.5,0.060472148,0,no,no
Gambelia_wislizenii,Crotaphytidae,,Oviparous,no,no,1171,15.3,214,yes,2.6980685,110.5,0.060472148,0,no,no
Ctenoblepharys_adspersa,Liolaemidae,,Oviparous,no,no,427,19.05,2,no,4.116024494,62,0.015293839,1,no,no
Liolaemus_abaucan,Liolaemidae,,Oviparous,no,no,1836.5,15.35,110.5,yes,3.129930377,55.7,0.208489138,1,yes,no
Liolaemus_albiceps,Liolaemidae,,Viviparous,no,no,272,23.2,702,no,0.830545247,74.9,0.574363499,1,no,yes
Liolaemus_alticolor,Liolaemidae,,Viviparous,no,no,3884,8.3,688,yes,15.08910465,47.8,0.295287833,1,yes,no
Liolaemus_andinus,Liolaemidae,,Viviparous,no,no,1950.5,8.55,203.5,yes,2.309859753,85.6,0.334783491,1,yes,no
Liolaemus_anomalus,Liolaemidae,,Oviparous,,no,934,16.45,117,yes,1.496786833,62.8,0.224489373,1,yes,no
Liolaemus_archeforus,Liolaemidae,,Viviparous,no,no,794.5,7.1,202,yes,2.82053864,80.2,1.044012614,1,yes,no
Liolaemus_atacamensis,Liolaemidae,,Oviparous,no,no,333.5,15.7,56.5,no,3.902920008,61.8,0.14108802,1,no,no
Liolaemus_audituvelatus,Liolaemidae,,Viviparous,no,no,938.5,15.7,14,yes,4.141697168,50.3,0.354658268,1,yes,no
Liolaemus_austromendocinus,Liolaemidae,,Viviparous,no,no,1809,9.4,293.5,yes,9.179236889,88.4,0.311876116,1,yes,no
Liolaemus_avilai,Liolaemidae,,Viviparous,no,no,1322.5,4,213.5,yes,2.561818242,56.7,0.350005619,1,yes,
Liolaemus_azarai,Liolaemidae,,Oviparous,no,no,,,,,,41,0.242527695,0,,no
Liolaemus_baguali,Liolaemidae,,Viviparous,no,no,802.5,6.7,206,yes,2.198664904,78.4,0.467253788,1,yes,no
Liolaemus_bellii,Liolaemidae,,Viviparous,no,no,2678,5.4,488,yes,22.88669777,63.6,0.291050903,1,no,no
Liolaemus_bibronii,Liolaemidae,,Oviparous,no,no,1020,9.1,338,yes,5.193555832,53.3,0.251656326,1,yes,no
Liolaemus_bitaeniatus,Liolaemidae,,Oviparous,no,no,2201,13.6,351,yes,10.08462906,61.3,0.222977648,1,yes,no
Liolaemus_boulengeri,Liolaemidae,,Oviparous,no,no,620,10.1,216,yes,1.519763231,60.3,0.380110116,1,yes,no
Liolaemus_buergeri,Liolaemidae,,Viviparous,no,no,1968,7.1,630,yes,14.31401443,83.6,0.576492612,1,yes,yes
Liolaemus_calchaqui,Liolaemidae,,Viviparous,no,no,3595,7.8,222,yes,9.876180649,57,0.270951188,1,yes,no
Liolaemus_canqueli,Liolaemidae,,Oviparous,no,no,324,11.8,180,no,1.291550756,81.7,0.274924362,1,no,no
Liolaemus_capillitas,Liolaemidae,,Viviparous,no,no,2916,11.95,198.5,yes,37.49950409,83,0.57044472,1,yes,no
Liolaemus_casamiquelai,Liolaemidae,,,no,no,930.5,9.8,182,yes,1.850197792,,0.77439275,1,yes,
Liolaemus_chacabucoense,Liolaemidae,,Viviparous,,no,,,,,,56,0.767662698,1,,no
Liolaemus_chacoensis,Liolaemidae,,Oviparous,no,no,382.5,19.45,495,no,1.081017137,44.2,0.240436514,1,no,no
Liolaemus_chaltin,Liolaemidae,,Oviparous,no,no,3491,10,207,yes,0.854197383,,0.386452488,1,yes,no
Liolaemus_chavin,Liolaemidae,,Viviparous,no,no,4107,4.7,543,yes,18.62958336,,0.242815266,1,yes,
Liolaemus_chehuachekenk,Liolaemidae,,Oviparous,no,no,908,9.4,176,yes,3.033079147,90.6,0.294559214,1,yes,no
Liolaemus_chiliensis,Liolaemidae,,Oviparous,yes,no,669,12.5,858,yes,7.735745907,87.1,0.175929635,1,yes,no
Liolaemus_chillanensis,Liolaemidae,,Viviparous,no,no,1406,7.7,1234,yes,16.83687782,75,0.273313749,1,yes,no
Liolaemus_coeruleus,Liolaemidae,,Oviparous,no,no,2007,5.5,980,yes,11.95818043,61,0.113280381,1,yes,no
Liolaemus_crepuscularis,Liolaemidae,,Viviparous,no,no,3005,11.1,198.5,yes,11.55229735,56.2,0.286311166,1,yes,yes
Liolaemus_curis,Liolaemidae,,Viviparous,no,no,,,,,,86.4,0.457572717,1,,no
Liolaemus_cuyanus,Liolaemidae,,Oviparous,no,no,896,16.6,176,yes,1.002212048,78.5,0.200620987,1,yes,no
Liolaemus_cuyumhue,Liolaemidae,,Oviparous,no,no,255,14.95,148.5,no,1.187610626,55.3,0.274833819,0,no,no
Liolaemus_cyanogaster,Liolaemidae,,Viviparous,no,no,125.5,11.2,1885.5,no,5.778816223,59.8,0.254256538,1,no,no
Liolaemus_darwinii,Liolaemidae,,Oviparous,no,no,601,14.8,227,yes,1.435226917,55.3,0.62701091,1,yes,no
Liolaemus_dicktracyi,Liolaemidae,,Viviparous,no,no,2816,10.05,202.5,yes,20.68963337,,0.372864296,1,yes,no
Liolaemus_donosobarrosi,Liolaemidae,,Oviparous,no,no,1048,12.05,180,yes,1.403840542,,0.401158865,1,yes,no
Liolaemus_dorbignyi,Liolaemidae,,Viviparous,no,no,3209,10.3,126,yes,6.180075645,72.9,0.232822532,1,no,no
Liolaemus_eleodori,Liolaemidae,,Viviparous,,no,3413,4.65,115,yes,9.92917347,62.4,0.465446385,1,yes,no
Liolaemus_elongatus,Liolaemidae,,Viviparous,no,no,1190,8.3,541,yes,7.427116394,75.8,0.267381925,1,yes,no
Liolaemus_escarchadosi,Liolaemidae,,Viviparous,no,no,374.5,6.9,174,no,1.858862698,79.6,0.661867956,0,no,no
Liolaemus_espinozai,Liolaemidae,,Oviparous,no,no,2469,13.6,204,yes,2.690243721,56.5,0.330352773,1,no,no
Liolaemus_fabiani,Liolaemidae,,Viviparous,no,no,2323.5,13.9,45,yes,0.591688216,68.5,0.35949203,1,yes,no
Liolaemus_famatinae,Liolaemidae,,Viviparous,no,no,3374.5,7.75,207,yes,38.37799454,48.9,0.31934888,1,yes,no
Liolaemus_fitzingerii,Liolaemidae,,Oviparous,no,no,302,10.8,194,no,1.611562729,84.4,0.455688291,1,no,no
Liolaemus_fuscus,Liolaemidae,,Oviparous,no,no,761.5,13.65,408,yes,18.18415356,43,0.141308129,1,yes,no
Liolaemus_gallardoi,Liolaemidae,,Viviparous,no,no,790.5,7.85,177,yes,5.892847657,80.5,0.533573677,1,yes,no
Liolaemus_goetschi,Liolaemidae,,Oviparous,no,no,407,13.65,201.5,no,1.864002407,68.7,0.748553177,1,no,no
Liolaemus_gracilis,Liolaemidae,,Oviparous,no,no,650,13.75,242,yes,1.27874732,50.3,0.39817447,1,yes,no
Liolaemus_gravenhorstii,Liolaemidae,,Viviparous,no,no,621,13.25,535,yes,12.89549494,57.1,0.413265588,1,yes,no
Liolaemus_grosseorum,Liolaemidae,,Oviparous,no,no,682,14,248,yes,1.171554804,49.4,0.368193053,1,yes,no
Liolaemus_gununakuna,Liolaemidae,,Viviparous,no,no,722.5,11.8,173.5,yes,3.431311488,85,0.208162095,0,no,no
Liolaemus_hatcheri,Liolaemidae,,Viviparous,no,no,915,5.4,222,yes,1.669444084,57.1,0.13058752,1,yes,yes
Liolaemus_heliodermis,Liolaemidae,,Viviparous,no,no,,,,,,76.1,0.303560593,1,,no
Liolaemus_hermannunezi,Liolaemidae,,Oviparous,no,no,,,,,,,0.289125638,1,,no
Liolaemus_huacahuasicus,Liolaemidae,,Viviparous,no,no,79,19.6,851,no,0.113207497,61.6,0.200854265,1,no,yes
Liolaemus_inacayali,Liolaemidae,,,no,no,916,9.6,205,yes,3.04097724,,0.378725796,1,yes,no
Liolaemus_incaicus,Liolaemidae,,,,no,3167,12.1,598,yes,27.86248779,52.8,0.255335917,1,no,
Liolaemus_irregularis,Liolaemidae,,Viviparous,no,no,3427.5,9.15,139,yes,3.742461205,72.2,0.577954061,1,yes,no
Liolaemus_isabelae,Liolaemidae,,Viviparous,no,no,,,,,,69.5,0.34120992,1,,no
Liolaemus_jamesi,Liolaemidae,,Viviparous,no,no,4129,4.2,73,yes,12.05268764,87.5,0.370449222,1,yes,yes
Liolaemus_josei,Liolaemidae,,,,no,1615.5,10.45,342.5,yes,3.864466429,,0.367600529,1,yes,
Liolaemus_kingii,Liolaemidae,,Viviparous,no,no,453,9.2,212,no,2.80203104,80.5,0.229620253,1,no,no
Liolaemus_kolengh,Liolaemidae,,Viviparous,no,no,1372,3.4,294,yes,5.864638567,62.4,0.303327679,1,yes,no
Liolaemus_koslowskyi,Liolaemidae,,Oviparous,no,no,1546,16.2,159,yes,2.052116394,59.8,0.208011253,1,yes,no
Liolaemus_kriegi,Liolaemidae,,Viviparous,no,no,1220,7.9,583,yes,4.833055496,99.8,0.339007912,1,yes,no
Liolaemus_laurenti,Liolaemidae,,Oviparous,no,no,1113,15.6,243.5,yes,1.377020299,52.1,0.625430245,1,yes,no
Liolaemus_lavillai,Liolaemidae,,Viviparous,no,no,3268,9.7,145,yes,7.386502743,57.2,0.285146806,1,yes,no
Liolaemus_lemniscatus,Liolaemidae,,Oviparous,no,no,740,13,583,yes,13.32058573,46.2,0.12523927,1,yes,no
Liolaemus_lentus,Liolaemidae,,,no,no,670,15.25,166.5,yes,0.729327112,67.9,0.383993966,1,yes,
Liolaemus_leopardinus,Liolaemidae,,Viviparous,no,no,2651,6.2,480.5,yes,38.42960548,87.3,0.460920071,1,yes,no
Liolaemus_lineomaculatus,Liolaemidae,,Viviparous,no,no,1562,5.4,757,yes,14.73509312,55.5,0.246907385,1,yes,yes
Liolaemus_loboi,Liolaemidae,,,no,no,867.5,8.3,703,yes,2.11027807,,0.49993384,1,yes,no
Liolaemus_lutzae,Liolaemidae,,Oviparous,no,no,12,23,1104.5,no,1.712837458,60.8,0.191915917,0,no,yes
Liolaemus_magellanicus,Liolaemidae,,Viviparous,no,no,160.5,6.3,255.5,no,1.034421325,59.1,0.113076829,1,no,no
Liolaemus_mapuche,Liolaemidae,,,no,no,663,12.4,156,yes,2.486555099,,0.395298479,1,yes,no
Liolaemus_martorii,Liolaemidae,,Oviparous,,no,19,15.3,245,no,1.911639273,,0.577512652,1,no,no
Liolaemus_melanops,Liolaemidae,,Oviparous,no,no,180,13.2,195,no,1.888113439,70.3,0.589108588,1,no,no
Liolaemus_molinai,Liolaemidae,,,no,no,,,,,,,0.257497259,1,,yes
Liolaemus_monticola,Liolaemidae,,Oviparous,no,no,1118.5,12,511.5,yes,20.93451405,66,0.171703219,1,yes,no
Liolaemus_morandae,Liolaemidae,,Viviparous,no,no,,,,,,57,0.360856156,1,,
Liolaemus_morenoi,Liolaemidae,,Oviparous,no,no,957,12.2,267,yes,7.823344707,77.8,0.538006355,1,yes,no
Liolaemus_multicolor,Liolaemidae,,Viviparous,no,no,3721,8,143,yes,7.417090893,74.8,0.263966823,1,no,no
Liolaemus_multimaculatus,Liolaemidae,,Oviparous,no,no,13,14.4,874,no,0.321894094,59.8,0.489188197,0,no,no
Liolaemus_neuquensis,Liolaemidae,,Viviparous,no,no,1616,7.7,1070,yes,1.98150897,,0.141388687,1,yes,
Liolaemus_nigromaculatus,Liolaemidae,,Oviparous,no,no,199.5,16.4,36,no,4.745544672,62.5,0.138729932,1,no,no
Liolaemus_nigroviridis,Liolaemidae,,Viviparous,no,no,2381,7.5,492,yes,27.73651695,61.5,0.141860379,1,yes,no
Liolaemus_nitidus,Liolaemidae,,Oviparous,no,no,547,14.1,462,no,16.064991,83,0.14449914,1,no,yes
Liolaemus_occipitalis,Liolaemidae,,Oviparous,no,no,4.5,18.8,1484,no,0.755960315,53.2,0.171802548,0,no,no
Liolaemus_olongasta,Liolaemidae,,Oviparous,no,no,1051,16.4,123,yes,1.063895762,57.7,0.269586085,1,yes,no
Liolaemus_orientalis,Liolaemidae,,Viviparous,no,no,4571.5,4.5,151.5,yes,8.42302084,,0.130204875,1,yes,yes
Liolaemus_ornatus,Liolaemidae,,Viviparous,no,no,3453,9.9,206,yes,3.53772974,62.7,0.363593282,1,yes,no
Liolaemus_pachacutec,Liolaemidae,,Viviparous,,no,4110,6.4,740,yes,15.02660465,,0.178454857,1,yes,
Liolaemus_pagaburoi,Liolaemidae,,Viviparous,no,no,,,,,,51.2,0.146953613,1,,no
Liolaemus_paulinae,Liolaemidae,,Viviparous,no,no,2315,13,28,yes,2.763739824,40,0.312843236,1,yes,no
Liolaemus_petrophilus,Liolaemidae,,Viviparous,no,no,913.5,9.55,185,yes,3.345741272,80.9,0.176994288,1,yes,no
Liolaemus_pictus,Liolaemidae,,Viviparous,no,no,779.5,8.5,1632,yes,10.28292465,60,0.21364848,1,yes,no
Liolaemus_platei,Liolaemidae,,Oviparous,no,no,448,14.9,79,no,13.26750278,47.7,0.202055283,1,no,no
Liolaemus_pseudoanomalus,Liolaemidae,,Oviparous,no,no,997.5,16.3,121,yes,6.456065536,56.3,0.375968385,1,yes,no
Liolaemus_pseudolemniscatus,Liolaemidae,,Oviparous,no,no,557.5,14.55,157,no,16.75440741,45,0.131121481,1,no,no
Liolaemus_puelche,Liolaemidae,,,no,no,1461,10.3,286,yes,12.32888746,74,0.332568694,1,yes,
Liolaemus_puna,Liolaemidae,,Viviparous,no,no,4085,5.35,57,yes,9.446794033,45.2,0.41042246,1,yes,yes
Liolaemus_punmahuida,Liolaemidae,,Viviparous,no,no,,,,,,86.2,0.108544371,0,,no
Liolaemus_quilmes,Liolaemidae,,Oviparous,no,no,2152,14.6,212.5,yes,7.32712841,55.1,0.387017976,1,yes,no
Liolaemus_ramirezae,Liolaemidae,,Oviparous,no,no,2841,11.3,233,yes,9.542535782,51.7,0.351249839,1,yes,no
Liolaemus_riojanus,Liolaemidae,,Oviparous,no,no,562,18.4,226.5,no,0.216752246,50.9,0.499131394,1,no,no
Liolaemus_robertmertensi,Liolaemidae,,Oviparous,no,no,1026.5,18.2,237,yes,0.288414873,49.6,0.23513471,1,yes,no
Liolaemus_rothi,Liolaemidae,,Oviparous,no,no,1102,8.2,441,yes,5.772232056,86,0.241388311,1,yes,no
Liolaemus_ruibali,Liolaemidae,,Viviparous,no,no,2647.5,6.55,225,yes,8.644730568,56.8,0.278495256,1,yes,no
Liolaemus_sagei,Liolaemidae,,Oviparous,no,no,1087,9,324,yes,1.795869112,85,0.246401742,0,no,no
Liolaemus_salinicola,Liolaemidae,,Oviparous,no,no,,,,,,57.6,0.200573069,1,,no
Liolaemus_sarmientoi,Liolaemidae,,Viviparous,no,no,189.5,6.15,242.5,no,1.943999767,80.2,0.511380849,1,no,no
Liolaemus_saxatilis,Liolaemidae,,Oviparous,no,no,986.5,15.15,650,yes,5.677541852,55.1,0.405609767,1,yes,no
Liolaemus_scapularis,Liolaemidae,,Oviparous,no,no,1873,15.5,206,yes,1.193384051,54.5,0.199882042,1,yes,no
Liolaemus_schroederi,Liolaemidae,,Viviparous,no,no,451,12.3,866,no,15.77562332,59.9,0.41978399,1,no,no
Liolaemus_scolaroi,Liolaemidae,,Viviparous,no,no,872,5.4,399.5,yes,27.48206735,61.9,0.895224577,1,yes,no
Liolaemus_senguer,Liolaemidae,,,,no,583,9.2,175,no,0.534782887,,0.216162099,0,no,no
Liolaemus_silvanae,Liolaemidae,,Viviparous,no,no,1390,3.5,245,yes,2.154880702,72.7,0.300489448,1,yes,yes
Liolaemus_sitesi,Liolaemidae,,Oviparous,no,no,1653,9.3,167,yes,18.15585136,66.4,0.249064712,0,no,no
Liolaemus_somuncurae,Liolaemidae,,Viviparous,no,no,,,,,,73.7,0.25088174,1,,no
Liolaemus_stolzmanni,Liolaemidae,,Oviparous,no,no,997,16.5,6,yes,9.339221954,,0.34675699,1,yes,no
Liolaemus_tacnae,Liolaemidae,,,no,no,3587,9,176.5,yes,27.07017231,,0.1009437,1,yes,
